id,Ability,Potential,Positions,Caps / Goals,Foot,Height,Weight,Aerial Reach,Command of Area,Communication,Eccentricity,First Touch,Handling,Kicking,One on Ones,Passing,Punching (Tendency),Reflexes,Rushing Out (Tendency),Throwing,Aggression,Anticipation,Bravery,Composure,Concentration,Decisions,Determination,Flair,Leadership,Off the Ball,Positioning,Teamwork,Vision,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Corners,Crossing,Dribbling,Finishing,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Penalty Taking,Tackling,Technique,BMI,value_increased
95981.0,48.0,68.0,23,2,1,0.5641025641025648,0.5476190476190474,63.0,51.0,50.0,40.0,60.0,62.0,63.0,59.0,55.0,39.0,68.0,42.0,52.0,45.0,50.0,55.0,55.0,40.0,55.0,75.0,55.0,40.0,60.0,55.0,65.0,55.0,50.0,60.0,65.0,60.0,50.0,80.0,60.0,60.0,55.0,35.0,50.0,60.0,35.0,40.0,55.0,35.0,30.0,45.0,35.0,50.0,55.0,0.5058028400462267,True
82124.0,49.0,68.4,11,2,0,0.5641025641025648,0.30952380952380953,50.0,55.0,50.0,30.0,45.0,57.0,57.0,62.0,45.0,53.0,60.0,49.0,58.0,60.0,35.0,55.0,55.0,45.0,75.0,50.0,40.0,50.0,30.0,45.0,35.0,25.0,35.0,65.0,55.0,45.0,50.0,60.0,55.0,70.0,55.0,15.0,30.0,50.0,25.0,20.0,55.0,25.0,45.0,55.0,20.0,60.0,55.0,0.19692961507511897,False
84290.0,49.0,61.6,3,2,1,0.17948717948717974,0.11904761904761885,51.0,50.0,49.0,30.0,60.0,56.0,52.0,60.0,65.0,48.0,59.0,58.0,52.0,50.0,50.0,50.0,65.0,35.0,50.0,75.0,70.0,45.0,50.0,35.0,50.0,65.0,50.0,50.0,65.0,50.0,30.0,75.0,55.0,30.0,35.0,40.0,30.0,70.0,75.0,40.0,20.0,55.0,25.0,50.0,40.0,30.0,85.0,0.2955405439147476,False
71389.0,27.0,63.8,11,2,1,0.5384615384615383,0.2857142857142856,57.0,51.0,50.0,41.0,25.0,54.0,49.0,56.0,30.0,47.0,63.0,42.0,58.0,60.0,45.0,40.0,10.0,25.0,65.0,25.0,25.0,25.0,15.0,50.0,25.0,5.0,30.0,65.0,65.0,30.0,40.0,60.0,50.0,30.0,25.0,15.0,5.0,5.0,5.0,10.0,60.0,5.0,20.0,60.0,5.0,45.0,5.0,0.18884598390957597,False
13267.0,58.0,76.4,23,2,1,0.384615384615385,0.38095238095238093,61.0,56.0,53.0,41.0,65.0,62.0,58.0,52.0,65.0,49.0,67.0,63.0,49.0,25.0,65.0,70.0,65.0,60.0,60.0,80.0,40.0,45.0,40.0,65.0,65.0,55.0,70.0,60.0,70.0,60.0,40.0,75.0,65.0,70.0,70.0,35.0,40.0,55.0,45.0,30.0,45.0,50.0,35.0,65.0,40.0,55.0,60.0,0.46750379659996155,False
70403.0,48.0,63.8,1,2,1,0.5128205128205128,0.40476190476190466,57.0,51.0,50.0,41.0,60.0,54.0,49.0,56.0,55.0,47.0,63.0,42.0,58.0,50.0,65.0,60.0,70.0,60.0,60.0,55.0,75.0,25.0,65.0,40.0,60.0,65.0,60.0,65.0,65.0,55.0,40.0,60.0,65.0,50.0,50.0,30.0,40.0,70.0,60.0,40.0,60.0,40.0,15.0,25.0,45.0,25.0,70.0,0.36989711256664726,False
72955.0,43.0,63.6,47,2,1,0.3589743589743595,0.11904761904761885,49.0,50.0,49.0,31.0,60.0,62.0,48.0,55.0,55.0,48.0,63.0,33.0,57.0,50.0,45.0,40.0,40.0,45.0,35.0,65.0,60.0,40.0,70.0,15.0,40.0,40.0,65.0,85.0,70.0,20.0,25.0,60.0,70.0,60.0,25.0,40.0,40.0,60.0,60.0,40.0,40.0,25.0,20.0,30.0,30.0,10.0,60.0,0.12314295339712333,False
39375.0,50.0,72.8,0,2,0,0.3589743589743595,0.33333333333333326,54.0,65.0,51.0,39.0,65.0,55.0,61.0,55.0,60.0,45.0,60.0,43.0,46.0,55.0,45.0,60.0,55.0,45.0,55.0,65.0,65.0,50.0,55.0,35.0,60.0,60.0,65.0,60.0,65.0,55.0,45.0,75.0,60.0,60.0,40.0,50.0,55.0,60.0,50.0,55.0,40.0,60.0,10.0,15.0,55.0,25.0,65.0,0.4271256436159543,True
83963.0,38.0,61.6,33,2,0,0.2564102564102564,0.1428571428571428,51.0,50.0,49.0,30.0,55.0,56.0,52.0,60.0,60.0,48.0,59.0,58.0,52.0,30.0,35.0,5.0,40.0,25.0,60.0,65.0,45.0,65.0,55.0,30.0,45.0,60.0,70.0,55.0,60.0,50.0,30.0,55.0,55.0,55.0,25.0,30.0,30.0,65.0,40.0,45.0,30.0,55.0,10.0,30.0,25.0,25.0,60.0,0.25443574427949733,False
83847.0,37.0,61.6,33,2,1,0.2564102564102564,0.04761904761904745,51.0,50.0,49.0,30.0,70.0,56.0,52.0,60.0,70.0,48.0,59.0,58.0,52.0,75.0,55.0,40.0,35.0,45.0,40.0,35.0,25.0,45.0,20.0,45.0,40.0,65.0,60.0,70.0,65.0,40.0,30.0,65.0,70.0,35.0,30.0,35.0,35.0,20.0,60.0,25.0,35.0,40.0,15.0,25.0,10.0,50.0,65.0,0.11293777319701115,True
96202.0,53.0,68.0,8,2,1,0.1538461538461542,0.1428571428571428,63.0,51.0,50.0,40.0,60.0,62.0,63.0,59.0,45.0,39.0,68.0,42.0,52.0,65.0,75.0,60.0,70.0,45.0,40.0,55.0,45.0,25.0,55.0,20.0,55.0,60.0,65.0,75.0,60.0,60.0,30.0,60.0,85.0,45.0,30.0,45.0,50.0,70.0,30.0,30.0,30.0,20.0,45.0,30.0,45.0,20.0,60.0,0.35904348094193383,True
73734.0,43.0,63.6,30,2,1,0.384615384615385,0.30952380952380953,49.0,50.0,49.0,31.0,40.0,62.0,48.0,55.0,60.0,48.0,63.0,33.0,57.0,45.0,45.0,45.0,35.0,45.0,45.0,40.0,35.0,40.0,45.0,45.0,45.0,45.0,60.0,60.0,55.0,40.0,50.0,65.0,65.0,60.0,45.0,40.0,55.0,55.0,35.0,35.0,40.0,35.0,60.0,60.0,40.0,60.0,55.0,0.3673244116142558,False
40080.0,50.0,71.0,50,2,0,0.5128205128205128,0.30952380952380953,56.0,63.0,53.0,42.0,55.0,59.0,58.0,54.0,55.0,47.0,64.0,52.0,51.0,55.0,50.0,60.0,45.0,60.0,50.0,65.0,50.0,30.0,60.0,45.0,60.0,55.0,70.0,70.0,75.0,35.0,50.0,65.0,80.0,55.0,35.0,15.0,60.0,65.0,30.0,20.0,30.0,45.0,50.0,35.0,25.0,35.0,60.0,0.24360236660581047,False
42049.0,33.0,71.0,33,2,1,0.5128205128205128,0.357142857142857,56.0,63.0,53.0,42.0,70.0,59.0,58.0,54.0,50.0,47.0,64.0,52.0,51.0,40.0,50.0,20.0,45.0,35.0,30.0,75.0,25.0,30.0,35.0,30.0,40.0,70.0,60.0,40.0,65.0,35.0,35.0,40.0,55.0,45.0,25.0,25.0,20.0,15.0,25.0,30.0,30.0,25.0,20.0,35.0,15.0,40.0,70.0,0.30674973958622886,True
57280.0,55.0,49.6,33,2,1,0.6410256410256414,0.9285714285714286,60.0,48.0,47.0,43.0,60.0,54.0,47.0,53.0,70.0,56.0,65.0,51.0,51.0,35.0,60.0,60.0,60.0,60.0,40.0,65.0,65.0,50.0,60.0,50.0,60.0,55.0,60.0,65.0,65.0,65.0,40.0,70.0,60.0,65.0,65.0,55.0,50.0,70.0,60.0,50.0,40.0,65.0,50.0,35.0,30.0,50.0,70.0,0.90709697640177,False
64268.0,53.0,51.4,11,2,1,0.8461538461538467,0.6666666666666665,60.0,46.0,44.0,40.0,40.0,50.0,45.0,51.0,50.0,54.0,64.0,41.0,50.0,50.0,60.0,75.0,60.0,55.0,50.0,70.0,30.0,50.0,35.0,55.0,70.0,45.0,60.0,55.0,50.0,70.0,85.0,75.0,60.0,50.0,60.0,15.0,30.0,35.0,25.0,20.0,60.0,40.0,55.0,65.0,25.0,70.0,50.0,0.37775865513492657,True
31447.0,0.0,62.6,30,2,1,0.5128205128205128,0.45238095238095233,54.0,65.0,51.0,39.0,55.0,55.0,61.0,55.0,50.0,45.0,60.0,43.0,46.0,55.0,35.0,30.0,50.0,30.0,55.0,20.0,45.0,35.0,40.0,35.0,45.0,40.0,50.0,75.0,70.0,45.0,40.0,40.0,65.0,40.0,30.0,15.0,35.0,50.0,25.0,5.0,35.0,40.0,15.0,45.0,10.0,55.0,50.0,0.43304448554706565,False
96672.0,53.0,64.8,32,2,1,0.8205128205128212,0.6428571428571428,65.0,50.0,60.0,25.0,25.0,65.0,70.0,60.0,50.0,35.0,70.0,60.0,65.0,30.0,30.0,75.0,30.0,50.0,65.0,80.0,5.0,50.0,15.0,45.0,45.0,40.0,40.0,50.0,65.0,45.0,70.0,75.0,60.0,25.0,40.0,44.0,44.0,56.0,47.0,25.0,27.0,38.0,23.0,22.0,10.0,29.0,25.0,0.373689447216093,False
37712.0,43.0,71.0,22,2,1,0.23076923076923084,0.1428571428571428,54.0,65.0,51.0,39.0,70.0,55.0,61.0,55.0,60.0,45.0,60.0,43.0,46.0,50.0,50.0,40.0,40.0,35.0,65.0,45.0,25.0,25.0,40.0,70.0,40.0,70.0,65.0,70.0,70.0,35.0,20.0,75.0,70.0,40.0,10.0,35.0,35.0,40.0,40.0,35.0,35.0,45.0,5.0,50.0,5.0,70.0,65.0,0.2798968108581026,False
55236.0,57.0,49.6,20,2,0,0.4871794871794872,0.2857142857142856,60.0,48.0,47.0,43.0,50.0,54.0,47.0,53.0,45.0,56.0,65.0,51.0,51.0,55.0,50.0,60.0,45.0,50.0,55.0,60.0,55.0,45.0,60.0,55.0,45.0,50.0,65.0,70.0,55.0,60.0,55.0,60.0,75.0,65.0,55.0,40.0,55.0,65.0,50.0,35.0,55.0,35.0,60.0,55.0,30.0,60.0,50.0,0.2355988268791409,False
29830.0,56.0,58.4,11,2,1,0.666666666666667,0.4999999999999998,54.0,65.0,51.0,39.0,45.0,55.0,61.0,55.0,65.0,45.0,60.0,43.0,46.0,65.0,65.0,60.0,65.0,60.0,55.0,65.0,35.0,60.0,40.0,70.0,65.0,60.0,55.0,55.0,60.0,60.0,65.0,50.0,55.0,60.0,50.0,15.0,20.0,45.0,20.0,25.0,60.0,30.0,45.0,70.0,40.0,70.0,45.0,0.34467716887238864,False
62251.0,52.0,51.4,11,2,1,0.5641025641025648,0.9285714285714286,60.0,46.0,44.0,40.0,55.0,50.0,45.0,51.0,55.0,54.0,64.0,41.0,50.0,65.0,45.0,75.0,50.0,50.0,40.0,25.0,10.0,70.0,40.0,60.0,65.0,35.0,60.0,55.0,55.0,50.0,80.0,65.0,60.0,70.0,75.0,35.0,30.0,30.0,25.0,10.0,60.0,50.0,65.0,60.0,65.0,50.0,40.0,1.0000000000000002,False
32677.0,58.0,62.6,3,2,1,0.666666666666667,0.5714285714285714,54.0,65.0,51.0,39.0,55.0,55.0,61.0,55.0,65.0,45.0,60.0,43.0,46.0,30.0,45.0,55.0,55.0,50.0,65.0,40.0,70.0,15.0,55.0,60.0,60.0,60.0,55.0,60.0,70.0,45.0,55.0,30.0,60.0,60.0,35.0,45.0,55.0,65.0,50.0,55.0,60.0,60.0,30.0,45.0,30.0,60.0,65.0,0.43341738533031493,True
92798.0,41.0,64.4,40,2,0,0.5897435897435903,0.40476190476190466,68.0,49.0,54.0,44.0,50.0,64.0,64.0,55.0,60.0,44.0,70.0,45.0,45.0,35.0,25.0,40.0,70.0,30.0,55.0,90.0,45.0,5.0,25.0,35.0,40.0,40.0,45.0,65.0,70.0,45.0,55.0,75.0,70.0,30.0,25.0,45.0,55.0,65.0,65.0,35.0,45.0,45.0,25.0,35.0,25.0,20.0,40.0,0.2963719045418334,False
65680.0,58.0,51.4,11,2,1,0.7435897435897436,0.7619047619047616,60.0,46.0,44.0,40.0,60.0,50.0,45.0,51.0,65.0,54.0,64.0,41.0,50.0,50.0,65.0,60.0,50.0,55.0,50.0,60.0,45.0,45.0,30.0,55.0,60.0,50.0,40.0,60.0,55.0,70.0,80.0,65.0,75.0,50.0,75.0,20.0,35.0,50.0,30.0,25.0,55.0,35.0,45.0,65.0,35.0,60.0,60.0,0.589432190817283,False
79163.0,37.0,69.4,14,2,0,0.5384615384615383,0.45238095238095233,52.0,55.0,47.0,22.0,45.0,60.0,54.0,65.0,55.0,54.0,62.0,46.0,59.0,35.0,40.0,50.0,50.0,35.0,40.0,70.0,25.0,35.0,30.0,50.0,50.0,20.0,55.0,65.0,65.0,55.0,55.0,65.0,65.0,50.0,40.0,45.0,30.0,45.0,25.0,45.0,55.0,35.0,45.0,40.0,15.0,70.0,25.0,0.4074397166030972,False
94478.0,59.0,68.6,40,2,0,0.384615384615385,0.5238095238095237,68.0,49.0,54.0,44.0,55.0,64.0,64.0,55.0,45.0,44.0,70.0,45.0,45.0,80.0,50.0,75.0,40.0,50.0,40.0,75.0,55.0,35.0,75.0,35.0,60.0,50.0,80.0,80.0,65.0,75.0,50.0,80.0,75.0,60.0,55.0,35.0,50.0,60.0,55.0,35.0,45.0,45.0,50.0,30.0,50.0,35.0,55.0,0.667862566571374,False
37663.0,50.0,71.0,47,2,1,0.7179487179487181,0.4999999999999998,54.0,65.0,51.0,39.0,55.0,55.0,61.0,55.0,50.0,45.0,60.0,43.0,46.0,55.0,55.0,50.0,50.0,50.0,50.0,30.0,55.0,45.0,60.0,50.0,50.0,55.0,55.0,55.0,60.0,60.0,60.0,70.0,55.0,50.0,60.0,40.0,50.0,50.0,55.0,50.0,60.0,50.0,35.0,50.0,20.0,35.0,60.0,0.2973503783663054,False
89309.0,62.0,64.4,35,2,1,0.6410256410256414,0.6190476190476188,63.0,40.0,48.0,36.0,70.0,63.0,58.0,49.0,70.0,42.0,69.0,51.0,38.0,50.0,55.0,50.0,70.0,60.0,60.0,75.0,75.0,65.0,65.0,40.0,60.0,70.0,60.0,65.0,70.0,65.0,45.0,60.0,65.0,60.0,55.0,55.0,60.0,70.0,65.0,60.0,40.0,65.0,35.0,45.0,60.0,45.0,75.0,0.5184100744369575,False
43496.0,39.0,72.0,14,2,0,0.6410256410256414,0.45238095238095233,56.0,63.0,53.0,42.0,40.0,59.0,58.0,54.0,40.0,47.0,64.0,52.0,51.0,20.0,40.0,40.0,35.0,50.0,45.0,10.0,30.0,35.0,40.0,50.0,60.0,40.0,60.0,60.0,55.0,50.0,65.0,55.0,50.0,50.0,40.0,20.0,45.0,15.0,10.0,35.0,55.0,20.0,75.0,50.0,40.0,45.0,45.0,0.30911712722513474,False
77221.0,56.0,68.0,11,2,1,0.7435897435897436,0.7857142857142854,52.0,55.0,47.0,22.0,50.0,60.0,54.0,65.0,60.0,54.0,62.0,46.0,59.0,30.0,65.0,75.0,75.0,55.0,60.0,70.0,30.0,65.0,25.0,60.0,70.0,50.0,40.0,45.0,40.0,55.0,80.0,65.0,60.0,55.0,75.0,20.0,30.0,35.0,30.0,25.0,60.0,35.0,40.0,65.0,45.0,70.0,50.0,0.6180855299614862,False
65766.0,30.0,40.0,0,2,1,0.3589743589743595,0.2142857142857142,60.0,46.0,44.0,40.0,55.0,50.0,45.0,51.0,35.0,54.0,64.0,41.0,50.0,45.0,25.0,35.0,45.0,5.0,60.0,90.0,30.0,35.0,35.0,35.0,30.0,40.0,50.0,65.0,65.0,30.0,20.0,75.0,65.0,25.0,15.0,10.0,20.0,35.0,25.0,25.0,15.0,45.0,5.0,25.0,25.0,10.0,30.0,0.2582463712721592,False
21338.0,52.0,68.6,47,2,1,0.666666666666667,0.5952380952380951,54.0,57.0,51.0,36.0,55.0,58.0,59.0,51.0,55.0,47.0,61.0,58.0,43.0,70.0,60.0,60.0,60.0,50.0,40.0,65.0,65.0,25.0,40.0,50.0,45.0,35.0,60.0,70.0,45.0,45.0,65.0,65.0,70.0,55.0,65.0,15.0,30.0,60.0,65.0,30.0,35.0,50.0,45.0,25.0,25.0,35.0,60.0,0.4629974574829572,False
52808.0,0.0,47.2,0,2,1,0.4871794871794872,0.2142857142857142,61.0,49.0,49.0,49.0,70.0,58.0,50.0,56.0,70.0,55.0,67.0,56.0,54.0,40.0,40.0,35.0,25.0,20.0,60.0,50.0,65.0,35.0,35.0,30.0,55.0,45.0,45.0,45.0,65.0,20.0,45.0,75.0,45.0,20.0,20.0,30.0,30.0,65.0,45.0,35.0,30.0,45.0,15.0,20.0,20.0,30.0,65.0,0.13982238770268318,True
18415.0,52.0,71.6,47,2,1,0.5384615384615383,0.5714285714285714,61.0,56.0,53.0,41.0,60.0,62.0,58.0,52.0,60.0,49.0,67.0,63.0,49.0,50.0,60.0,60.0,60.0,60.0,60.0,99.0,70.0,45.0,70.0,40.0,50.0,50.0,50.0,60.0,65.0,55.0,50.0,55.0,65.0,50.0,50.0,50.0,30.0,60.0,65.0,50.0,60.0,40.0,20.0,20.0,45.0,30.0,60.0,0.5635780970984701,False
75733.0,42.0,63.6,22,2,1,0.666666666666667,0.5476190476190474,52.0,55.0,47.0,22.0,65.0,60.0,54.0,65.0,65.0,54.0,62.0,46.0,59.0,35.0,50.0,45.0,35.0,30.0,65.0,40.0,25.0,70.0,45.0,35.0,45.0,55.0,70.0,70.0,55.0,50.0,50.0,40.0,70.0,50.0,35.0,30.0,35.0,30.0,15.0,40.0,40.0,45.0,20.0,35.0,20.0,65.0,45.0,0.4038373131776727,False
55758.0,58.0,49.6,7,2,1,0.3589743589743595,0.2857142857142856,60.0,48.0,47.0,43.0,70.0,54.0,47.0,53.0,65.0,56.0,65.0,51.0,51.0,45.0,65.0,55.0,55.0,60.0,60.0,70.0,85.0,40.0,70.0,25.0,50.0,65.0,55.0,70.0,70.0,60.0,35.0,60.0,60.0,60.0,40.0,55.0,60.0,65.0,65.0,45.0,40.0,60.0,15.0,15.0,50.0,20.0,70.0,0.3595739346784359,False
96027.0,48.0,68.0,0,2,1,0.2051282051282053,0.0714285714285714,63.0,51.0,50.0,40.0,55.0,62.0,63.0,59.0,55.0,39.0,68.0,42.0,52.0,50.0,45.0,60.0,45.0,30.0,40.0,65.0,70.0,35.0,60.0,45.0,45.0,65.0,55.0,60.0,60.0,30.0,35.0,60.0,55.0,50.0,35.0,50.0,50.0,60.0,50.0,55.0,40.0,50.0,5.0,20.0,20.0,45.0,60.0,0.1971610455927617,False
17543.0,60.0,76.4,47,2,1,0.4358974358974361,0.4999999999999998,61.0,56.0,53.0,41.0,70.0,62.0,58.0,52.0,55.0,49.0,67.0,63.0,49.0,75.0,55.0,55.0,60.0,55.0,55.0,60.0,70.0,45.0,65.0,35.0,50.0,45.0,65.0,75.0,65.0,60.0,50.0,25.0,60.0,50.0,40.0,55.0,65.0,65.0,70.0,60.0,80.0,60.0,20.0,50.0,50.0,35.0,70.0,0.5777588761577264,False
96188.0,28.0,68.0,2,2,1,0.4871794871794872,0.357142857142857,63.0,51.0,50.0,40.0,60.0,62.0,63.0,59.0,50.0,39.0,68.0,42.0,52.0,25.0,15.0,35.0,20.0,20.0,30.0,80.0,40.0,10.0,50.0,10.0,30.0,30.0,35.0,70.0,45.0,25.0,30.0,55.0,65.0,30.0,30.0,25.0,45.0,55.0,45.0,25.0,30.0,55.0,25.0,25.0,15.0,30.0,45.0,0.33137526605559864,True
39124.0,37.0,72.8,14,2,0,0.384615384615385,0.26190476190476186,54.0,65.0,51.0,39.0,45.0,55.0,61.0,55.0,45.0,45.0,60.0,43.0,46.0,55.0,55.0,45.0,40.0,40.0,35.0,60.0,65.0,55.0,30.0,35.0,50.0,40.0,40.0,75.0,50.0,40.0,50.0,75.0,70.0,50.0,40.0,20.0,30.0,45.0,20.0,10.0,45.0,15.0,30.0,50.0,30.0,75.0,50.0,0.30053815495711844,False
72292.0,48.0,63.6,11,2,1,0.5641025641025648,0.4999999999999998,51.0,49.0,49.0,34.0,45.0,58.0,46.0,52.0,45.0,49.0,65.0,31.0,53.0,25.0,60.0,50.0,20.0,30.0,70.0,70.0,25.0,15.0,35.0,70.0,40.0,10.0,45.0,55.0,50.0,45.0,50.0,85.0,60.0,30.0,40.0,25.0,20.0,10.0,35.0,5.0,70.0,35.0,5.0,70.0,15.0,70.0,40.0,0.44402819505200575,False
75417.0,0.0,63.6,8,2,0,0.4358974358974361,0.16666666666666652,48.0,55.0,53.0,29.0,65.0,62.0,53.0,60.0,55.0,52.0,62.0,40.0,59.0,30.0,15.0,15.0,25.0,10.0,15.0,70.0,40.0,45.0,60.0,20.0,35.0,35.0,55.0,65.0,60.0,15.0,35.0,70.0,65.0,30.0,15.0,35.0,55.0,65.0,25.0,25.0,25.0,15.0,15.0,15.0,5.0,30.0,40.0,0.12070176204712113,True
18110.0,50.0,76.4,29,2,1,0.384615384615385,0.16666666666666652,61.0,56.0,53.0,41.0,55.0,62.0,58.0,52.0,55.0,49.0,67.0,63.0,49.0,40.0,45.0,50.0,60.0,45.0,50.0,10.0,30.0,35.0,50.0,55.0,60.0,50.0,55.0,60.0,65.0,55.0,40.0,65.0,60.0,65.0,40.0,50.0,45.0,45.0,40.0,50.0,40.0,35.0,25.0,45.0,50.0,50.0,55.0,0.16696564164284333,False
85766.0,44.0,61.6,20,2,0,0.6153846153846159,0.5952380952380951,51.0,50.0,49.0,30.0,50.0,56.0,52.0,60.0,45.0,48.0,59.0,58.0,52.0,60.0,55.0,45.0,40.0,50.0,40.0,60.0,45.0,45.0,55.0,45.0,55.0,45.0,55.0,65.0,60.0,60.0,55.0,40.0,60.0,55.0,55.0,30.0,40.0,45.0,50.0,40.0,55.0,45.0,75.0,45.0,35.0,55.0,50.0,0.5144395581265002,False
38693.0,47.0,71.0,11,2,1,0.7692307692307692,0.7142857142857142,54.0,65.0,51.0,39.0,45.0,55.0,61.0,55.0,55.0,45.0,60.0,43.0,46.0,70.0,45.0,50.0,45.0,60.0,70.0,45.0,10.0,60.0,40.0,70.0,40.0,60.0,60.0,50.0,55.0,45.0,55.0,70.0,55.0,40.0,45.0,10.0,15.0,20.0,20.0,5.0,60.0,25.0,15.0,55.0,10.0,65.0,45.0,0.5066893022225514,False
93104.0,55.0,68.6,30,2,1,0.6410256410256414,0.5476190476190474,68.0,49.0,54.0,44.0,65.0,64.0,64.0,55.0,55.0,44.0,70.0,45.0,45.0,55.0,60.0,65.0,55.0,60.0,45.0,80.0,50.0,40.0,65.0,45.0,50.0,55.0,60.0,75.0,60.0,55.0,60.0,75.0,80.0,55.0,60.0,30.0,60.0,60.0,35.0,25.0,40.0,30.0,40.0,50.0,25.0,40.0,60.0,0.4287130970604618,False
66958.0,60.0,68.0,47,2,0,0.5641025641025648,0.7142857142857142,55.0,47.0,48.0,46.0,55.0,51.0,46.0,49.0,55.0,47.0,63.0,40.0,52.0,60.0,60.0,60.0,60.0,50.0,50.0,50.0,55.0,45.0,60.0,35.0,55.0,50.0,60.0,80.0,70.0,65.0,60.0,65.0,70.0,50.0,65.0,30.0,55.0,65.0,60.0,40.0,50.0,50.0,65.0,20.0,50.0,25.0,60.0,0.7220140975260028,False
29190.0,53.0,60.2,11,2,1,0.6153846153846159,0.5476190476190474,55.0,67.0,53.0,32.0,45.0,55.0,61.0,56.0,50.0,42.0,60.0,45.0,43.0,65.0,55.0,50.0,30.0,55.0,70.0,75.0,60.0,20.0,20.0,70.0,40.0,50.0,45.0,60.0,60.0,70.0,65.0,45.0,65.0,70.0,60.0,15.0,15.0,50.0,30.0,5.0,70.0,20.0,40.0,70.0,20.0,70.0,50.0,0.45399336130512746,False
61214.0,63.0,51.6,23,2,1,0.5128205128205128,0.357142857142857,60.0,46.0,44.0,40.0,60.0,50.0,45.0,51.0,75.0,54.0,64.0,41.0,50.0,75.0,70.0,85.0,65.0,55.0,55.0,65.0,35.0,50.0,60.0,65.0,70.0,55.0,75.0,65.0,60.0,60.0,45.0,50.0,60.0,75.0,60.0,40.0,30.0,50.0,35.0,55.0,50.0,65.0,30.0,55.0,40.0,70.0,55.0,0.30674973958622886,False
25707.0,43.0,59.0,20,2,0,0.3589743589743595,0.23809523809523792,55.0,67.0,53.0,32.0,40.0,55.0,61.0,56.0,60.0,42.0,60.0,45.0,43.0,55.0,45.0,65.0,50.0,40.0,35.0,70.0,40.0,30.0,50.0,55.0,55.0,45.0,60.0,60.0,50.0,40.0,45.0,60.0,55.0,55.0,50.0,15.0,50.0,50.0,20.0,20.0,40.0,40.0,65.0,60.0,40.0,55.0,50.0,0.29202222574091796,False
20492.0,56.0,68.6,2,2,1,0.5384615384615383,0.5476190476190474,54.0,57.0,51.0,36.0,55.0,58.0,59.0,51.0,50.0,47.0,61.0,58.0,43.0,35.0,50.0,55.0,50.0,45.0,50.0,45.0,40.0,35.0,70.0,35.0,60.0,50.0,65.0,75.0,65.0,60.0,65.0,60.0,70.0,65.0,60.0,35.0,45.0,60.0,45.0,30.0,40.0,40.0,35.0,35.0,40.0,30.0,65.0,0.5323504209993952,False
20729.0,55.0,68.6,2,2,1,0.3333333333333339,0.1428571428571428,54.0,57.0,51.0,36.0,70.0,58.0,59.0,51.0,65.0,47.0,61.0,58.0,43.0,25.0,35.0,35.0,35.0,50.0,70.0,80.0,85.0,50.0,60.0,45.0,35.0,50.0,35.0,75.0,80.0,35.0,30.0,75.0,70.0,60.0,40.0,60.0,50.0,70.0,50.0,60.0,50.0,55.0,30.0,15.0,65.0,15.0,75.0,0.1806687803122229,False
30932.0,67.0,69.0,39,2,0,0.17948717948717974,0.0714285714285714,54.0,65.0,51.0,39.0,60.0,55.0,61.0,55.0,50.0,45.0,60.0,43.0,46.0,50.0,65.0,60.0,50.0,55.0,55.0,35.0,60.0,40.0,65.0,40.0,60.0,55.0,65.0,90.0,70.0,55.0,25.0,70.0,85.0,60.0,40.0,45.0,55.0,60.0,50.0,40.0,30.0,50.0,25.0,35.0,45.0,35.0,65.0,0.2222422486266422,False
81932.0,57.0,68.4,34,2,1,0.5641025641025648,0.33333333333333326,50.0,55.0,50.0,30.0,70.0,57.0,57.0,62.0,60.0,53.0,60.0,49.0,58.0,55.0,60.0,40.0,45.0,40.0,50.0,70.0,70.0,35.0,65.0,20.0,55.0,55.0,60.0,65.0,70.0,50.0,50.0,70.0,65.0,70.0,45.0,70.0,50.0,70.0,60.0,70.0,40.0,55.0,25.0,30.0,55.0,35.0,70.0,0.2278169375722301,False
67854.0,33.0,40.0,39,2,0,0.4358974358974361,0.4285714285714284,55.0,47.0,48.0,46.0,55.0,51.0,46.0,49.0,60.0,47.0,63.0,40.0,52.0,55.0,50.0,40.0,35.0,45.0,60.0,55.0,45.0,5.0,55.0,40.0,80.0,45.0,65.0,50.0,50.0,50.0,60.0,35.0,50.0,40.0,30.0,45.0,55.0,15.0,60.0,40.0,45.0,30.0,45.0,45.0,15.0,55.0,55.0,0.47981806599116816,False
53286.0,44.0,47.2,11,2,1,0.5641025641025648,0.5476190476190474,61.0,49.0,49.0,49.0,35.0,58.0,50.0,56.0,45.0,55.0,67.0,56.0,54.0,45.0,55.0,60.0,60.0,50.0,50.0,60.0,15.0,55.0,30.0,60.0,60.0,40.0,50.0,65.0,45.0,50.0,60.0,50.0,65.0,50.0,55.0,10.0,20.0,25.0,20.0,20.0,65.0,20.0,15.0,60.0,15.0,65.0,45.0,0.5058028400462267,True
25305.0,44.0,61.2,47,2,1,0.7435897435897436,0.6666666666666665,55.0,67.0,53.0,32.0,40.0,55.0,61.0,56.0,35.0,42.0,60.0,45.0,43.0,65.0,35.0,70.0,30.0,25.0,30.0,20.0,85.0,25.0,45.0,25.0,40.0,35.0,70.0,80.0,55.0,60.0,75.0,75.0,75.0,70.0,65.0,20.0,35.0,35.0,50.0,40.0,50.0,45.0,15.0,25.0,35.0,30.0,30.0,0.47481883424046933,True
